Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_CELLULAR_COMPONENT	KW-0403~Intermediate filament	3	4.225352112676056	0.03309524163796197	KRT19, DES, KRT7	67	78	18049	10.361079219288174	0.63565658469542	0.21510771676132256	0.1935969450851903
INTERPRO	IPR003110:Phos_immunorcpt_sig_ITAM	2	2.8169014084507045	0.03314323945543099	CD3G, CD3E	71	10	20808	58.61408450704225	0.9999771019848922	0.3001830544963321	0.2973422054001523
KEGG_PATHWAY	hsa04670:Leukocyte transendothelial migration	4	5.633802816901409	0.03340227466184515	CDH5, MMP2, ITGB2, PECAM1	53	116	8534	5.552374756018217	0.9932215872133324	0.3507238839493741	0.3340227466184515
GOTERM_CC_DIRECT	GO:0045121~membrane raft	4	5.633802816901409	0.03431833154359741	ITGB2, PECAM1, CD14, ABCG2	71	211	20795	5.552366330685535	0.9979316894540117	0.20247815610722472	0.17616743525713338
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	23	32.3943661971831	0.0343566498382179	PDGFRA, ABCC2, ITGB2, CD3G, CD3E, ATP4B, CD2, CDH5, MARCO, ATP4A, FCGR3A, FCGR3B, DES, CXCR1, IGKC, EPCAM, CXCR2, PECAM1, IGLC1, CD14, CD68, CD44, ABCG2	67	4134	18049	1.4987724656831949	0.6496495957023355	0.21510771676132256	0.1935969450851903
GOTERM_BP_DIRECT	GO:0070633~transepithelial transport	2	2.8169014084507045	0.035370364556855424	ABCC2, ABCG2	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0006707~cholesterol catabolic process	2	2.8169014084507045	0.035370364556855424	APOE, CYP7A1	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0042359~vitamin D metabolic process	2	2.8169014084507045	0.035370364556855424	CYP1A1, CYP3A4	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0001788~antibody-dependent cellular cytotoxicity	2	2.8169014084507045	0.035370364556855424	FCGR3A, FCGR3B	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0006177~GMP biosynthetic process	2	2.8169014084507045	0.035370364556855424	ADSL, GART	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0001553~luteinization	2	2.8169014084507045	0.035370364556855424	PDGFRA, MMP2	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0034380~high-density lipoprotein particle assembly	2	2.8169014084507045	0.035370364556855424	APOA1, APOE	71	10	19478	54.867605633802825	0.9999999999999027	0.408724212656996	0.4013553867076511
SMART	SM00077:ITAM	2	2.8169014084507045	0.035585704672087576	CD3G, CD3E	44	9	10706	54.07070707070707	0.8480470138126918	0.3149974265888621	0.30893978376984554
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	5	7.042253521126761	0.0355904455287824	HNF4A, NR1I2, NR1H4, SOX9, ERG	71	341	19253	3.9760852505059687	0.9999161062482194	0.29735243199853684	0.27439085423803206
UP_SEQ_FEATURE	MOTIF:Cell attachment site	3	4.225352112676056	0.03588430644700477	VWF, CLEC11A, ITGB2	71	88	20675	9.927176696542894	0.9999999855522175	0.7262499635885223	0.7262499635885223
UP_KW_CELLULAR_COMPONENT	KW-0162~Chylomicron	2	2.8169014084507045	0.03598005777678069	APOE, APOB	67	10	18049	53.87761194029851	0.6668954682029622	0.21510771676132256	0.1935969450851903
SMART	SM00407:IGc1	3	4.225352112676056	0.03634585691409947	AZGP1, IGKC, IGLC1	44	75	10706	9.732727272727272	0.854151478066761	0.3149974265888621	0.30893978376984554
SMART	SM01391:Filament	3	4.225352112676056	0.03634585691409947	KRT19, DES, KRT7	44	75	10706	9.732727272727272	0.854151478066761	0.3149974265888621	0.30893978376984554
UP_SEQ_FEATURE	DOMAIN:ITAM	2	2.8169014084507045	0.03662764241072824	CD3G, CD3E	71	11	20675	52.94494238156211	0.9999999901298147	0.7262499635885223	0.7262499635885223
GOTERM_BP_DIRECT	GO:0001889~liver development	3	4.225352112676056	0.0375351115122229	UGT1A1, HNF4A, HNF1A	71	85	19478	9.682518641259321	0.999999999999985	0.42779743531738973	0.42008474117104255
UP_SEQ_FEATURE	DOMAIN:Ig-like C2-type 1	4	5.633802816901409	0.038223682294132755	PDGFRA, FCGR3A, FCGR3B, PECAM1	71	219	20675	5.31867001093318	0.9999999956489404	0.7262499635885223	0.7262499635885223
UP_SEQ_FEATURE	DOMAIN:Ig-like C2-type 2	4	5.633802816901409	0.038223682294132755	PDGFRA, FCGR3A, FCGR3B, PECAM1	71	219	20675	5.31867001093318	0.9999999956489404	0.7262499635885223	0.7262499635885223
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	14	19.718309859154928	0.03854694025021528	PDGFRA, ITGB2, NR1I2, NR1H4, CD3G, CD3E, CD2, MARCO, FCGR3A, FCGR3B, CXCR1, HNF4A, CXCR2, CD44	50	1898	11952	1.7632033719704954	0.7473711146666449	0.4697474193627699	0.4697474193627699
GOTERM_BP_DIRECT	GO:0046629~gamma-delta T cell activation	2	2.8169014084507045	0.0388388294487524	CD3G, CD3E	71	11	19478	49.879641485275286	0.9999999999999951	0.43085208135149333	0.4230843154617428
GOTERM_BP_DIRECT	GO:1905820~positive regulation of chromosome separation	2	2.8169014084507045	0.0388388294487524	NCAPG, NCAPH	71	11	19478	49.879641485275286	0.9999999999999951	0.43085208135149333	0.4230843154617428
UP_KW_DISEASE	KW-0065~Atherosclerosis	2	2.8169014084507045	0.03886542714881468	APOA1, APOB	25	8	4859	48.59	0.5819267421878591	0.5060869263613769	0.5060869263613769
UP_KW_MOLECULAR_FUNCTION	KW-0390~IgG-binding protein	2	2.8169014084507045	0.040264064516808855	FCGR3A, FCGR3B	50	10	11952	47.808	0.7626924938855948	0.4697474193627699	0.4697474193627699
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	10	14.084507042253522	0.04101824902919213	C1QB, MARCO, FCGR3A, IGKC, POLR3D, NR1H4, IGLC1, CD3G, CD14, CD3E	56	980	11523	2.0996720116618075	0.8204340221200478	0.21021852627460966	0.17945483950271557
BIOCARTA	h_tcrmolecule:T Cell Receptor and CD3 Complex	2	2.8169014084507045	0.041306667915114566	CD3G, CD3E	18	4	1622	45.05555555555555	0.8437186702111147	0.16522667166045826	0.13894061025993082
UP_SEQ_FEATURE	TOPO_DOM:Extracellular	17	23.943661971830984	0.04181868905105528	PDGFRA, ABCC2, ITGB2, CD3G, CD3E, ATP4B, CD2, CDH5, MARCO, FCGR3A, CXCR1, EPCAM, CXCR2, PECAM1, CD68, CD44, ABCG2	71	3012	20675	1.6435431980996202	0.9999999993158336	0.7651271256007892	0.7651271256007892
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	5	7.042253521126761	0.04200721187478814	CYP2C9, CYP1A1, APOA1, CD14, APOB	53	216	8534	3.727288609364081	0.9981792545550555	0.3929904290844212	0.37427659912802025
GOTERM_BP_DIRECT	GO:0009812~flavonoid metabolic process	2	2.8169014084507045	0.04229500050278452	UGT1A1, CYP1A1	71	12	19478	45.72300469483568	0.9999999999999998	0.45114667202970155	0.4430130180868584
GOTERM_BP_DIRECT	GO:0097267~omega-hydroxylase P450 pathway	2	2.8169014084507045	0.04229500050278452	CYP2C9, CYP1A1	71	12	19478	45.72300469483568	0.9999999999999998	0.45114667202970155	0.4430130180868584
GOTERM_BP_DIRECT	GO:0043534~blood vessel endothelial cell migration	2	2.8169014084507045	0.04229500050278452	CDH5, APOA1	71	12	19478	45.72300469483568	0.9999999999999998	0.45114667202970155	0.4430130180868584
KEGG_PATHWAY	hsa00230:Purine metabolism	4	5.633802816901409	0.04277446847177374	PRPS2, ADSL, AK2, GART	53	128	8534	5.03183962264151	0.9983815538784331	0.3929904290844212	0.37427659912802025
GOTERM_MF_DIRECT	GO:0042608~T cell receptor binding	2	2.8169014084507045	0.042779575324002145	CD3G, CD3E	71	12	19253	45.194835680751176	0.9999879191689954	0.33795624406095004	0.31185923679755617
INTERPRO	IPR002403:Cyt_P450_E_grp-IV	2	2.8169014084507045	0.042873358260119086	CYP7A1, CYP8B1	71	13	20808	45.08775731310943	0.9999990725267398	0.3673203937421014	0.36384417550479436
INTERPRO	IPR050234:Nuclear_hormone_rcpt_NR1	2	2.8169014084507045	0.042873358260119086	NR1I2, NR1H4	71	13	20808	45.08775731310943	0.9999990725267398	0.3673203937421014	0.36384417550479436
GOTERM_CC_DIRECT	GO:0042105~alpha-beta T cell receptor complex	2	2.8169014084507045	0.04289962909437162	CD3G, CD3E	71	13	20795	45.05958829902492	0.999573936076671	0.23728857342824305	0.20645446501666342
GOTERM_CC_DIRECT	GO:0071735~IgG immunoglobulin complex	2	2.8169014084507045	0.04289962909437162	IGKC, IGLC1	71	13	20795	45.05958829902492	0.999573936076671	0.23728857342824305	0.20645446501666342
UP_KW_CELLULAR_COMPONENT	KW-0850~VLDL	2	2.8169014084507045	0.04302154335226451	APOE, APOB	67	12	18049	44.89800995024875	0.7326594522824896	0.21510771676132256	0.1935969450851903
GOTERM_MF_DIRECT	GO:0008289~lipid binding	4	5.633802816901409	0.04306006198459981	LIPF, ALB, APOA1, APOE	71	214	19253	5.068579702514151	0.9999888022131295	0.33795624406095004	0.31185923679755617
INTERPRO	IPR007110:Ig-like_dom	7	9.859154929577464	0.04427846045905193	PDGFRA, AZGP1, FCGR3A, FCGR3B, IGKC, PECAM1, IGLC1	71	768	20808	2.671214788732394	0.999999417835709	0.36937557803998583	0.36587991010900806
GOTERM_BP_DIRECT	GO:0090181~regulation of cholesterol metabolic process	2	2.8169014084507045	0.045738920669826974	NR1H4, APOE	71	13	19478	42.20585048754063	1.0	0.4698121234234079	0.4613419529289955
GOTERM_BP_DIRECT	GO:0033700~phospholipid efflux	2	2.8169014084507045	0.045738920669826974	APOA1, APOE	71	13	19478	42.20585048754063	1.0	0.4698121234234079	0.4613419529289955
GOTERM_BP_DIRECT	GO:0045059~positive thymic T cell selection	2	2.8169014084507045	0.045738920669826974	CD3G, CD3E	71	13	19478	42.20585048754063	1.0	0.4698121234234079	0.4613419529289955
UP_KW_DISEASE	KW-0225~Disease variant	24	33.80281690140845	0.04600790239648881	C1QB, PDGFRA, ADSL, ABCC2, UGT1A1, VWF, MMP2, ITGB2, ARX, AK2, NR1H4, APOA1, HNF1A, CYP3A4, NCAPH, ACTA2, DES, IGKC, EPCAM, HNF4A, ALB, SOX9, APOE, APOB	25	3955	4859	1.1794285714285713	0.6451987842796953	0.5060869263613769	0.5060869263613769
GOTERM_MF_DIRECT	GO:0019864~IgG binding	2	2.8169014084507045	0.04626200501642351	FCGR3A, FCGR3B	71	13	19253	41.71830985915493	0.9999952996212232	0.3502552473418566	0.32320851009538115
GOTERM_CC_DIRECT	GO:0005581~collagen trimer	3	4.225352112676056	0.04637575914985023	C1QB, MARCO, PCOLCE	71	102	20795	8.614333057166528	0.9997762418075546	0.2487427081673785	0.21642020936596776
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	5	7.042253521126761	0.04762612377836753	UGT1A1, CYP1A1, APOA1, APOE, CYP3A4	71	375	19253	3.615586854460094	0.9999967555895005	0.3502552473418566	0.32320851009538115
GOTERM_BP_DIRECT	GO:0051984~positive regulation of chromosome segregation	2	2.8169014084507045	0.049170632746317666	NCAPG, NCAPH	71	14	19478	39.19114688128773	1.0	0.48129372288160355	0.4726165523969592
GOTERM_BP_DIRECT	GO:0070365~hepatocyte differentiation	2	2.8169014084507045	0.049170632746317666	CYP1A1, PCK1	71	14	19478	39.19114688128773	1.0	0.48129372288160355	0.4726165523969592
GOTERM_BP_DIRECT	GO:0048771~tissue remodeling	2	2.8169014084507045	0.049170632746317666	MMP2, CYP1A1	71	14	19478	39.19114688128773	1.0	0.48129372288160355	0.4726165523969592
GOTERM_BP_DIRECT	GO:0038094~Fc-gamma receptor signaling pathway	2	2.8169014084507045	0.049170632746317666	FCGR3A, FCGR3B	71	14	19478	39.19114688128773	1.0	0.48129372288160355	0.4726165523969592
GOTERM_MF_DIRECT	GO:0008559~ABC-type xenobiotic transporter activity	2	2.8169014084507045	0.049731945748905916	ABCC2, ABCG2	71	14	19253	38.73843058350101	0.9999981712785582	0.3502552473418566	0.32320851009538115
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	6	8.450704225352112	0.050502662345858165	ATP4B, LGALS4, AZGP1, VWF, ITGB2, CD44	71	559	19478	2.9445942200609743	1.0	0.48858389618318593	0.4797752922856526
GOTERM_MF_DIRECT	GO:0005102~signaling receptor binding	5	7.042253521126761	0.05114845534461694	CD2, CDH5, HNF4A, APOA1, APOE	71	384	19253	3.5308465375586855	0.9999987573419074	0.3502552473418566	0.32320851009538115
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	4	5.633802816901409	0.05138880076830328	CYP2C9, CYP2D6, CYP1A1, CYP3A4	71	230	19253	4.715982853643601	0.9999988362595588	0.3502552473418566	0.32320851009538115
GOTERM_BP_DIRECT	GO:0036376~sodium ion export across plasma membrane	2	2.8169014084507045	0.05259017938086397	ATP4B, ATP4A	71	15	19478	36.57840375586854	1.0	0.4972162414190776	0.48825200629733934
GOTERM_BP_DIRECT	GO:0098742~cell-cell adhesion via plasma-membrane adhesion molecules	2	2.8169014084507045	0.05259017938086397	ITGB2, PECAM1	71	15	19478	36.57840375586854	1.0	0.4972162414190776	0.48825200629733934
GOTERM_BP_DIRECT	GO:0045087~innate immune response	6	8.450704225352112	0.05406028711680565	C1QB, MARCO, POLR3D, NR1H4, CD14, JCHAIN	71	570	19478	2.8877687175685693	1.0	0.5053725716986774	0.4962612873531485
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	12	16.901408450704224	0.05510989083120709	PRPS2, CD2, C1QB, ADSL, DES, VWF, ALB, APOA1, CD3G, APOE, CD3E, ABCG2	71	1777	19253	1.831191991566733	0.9999995795082657	0.3659861980841702	0.3377247156066281
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	8	11.267605633802818	0.05572331694539857	LIPF, CYP2C9, CYP2D6, CYP1A1, APOB, CYP3A4, CYP7A1, NCAPH	71	1022	20795	2.292660070009096	0.9999608645753749	0.29008903233339844	0.2523938473409229
UP_KW_BIOLOGICAL_PROCESS	KW-0658~Purine biosynthesis	2	2.8169014084507045	0.05582275235764947	ADSL, GART	56	12	11523	34.294642857142854	0.9051156116555575	0.25430364962929203	0.21708848139085904
GOTERM_BP_DIRECT	GO:0055093~response to hyperoxia	2	2.8169014084507045	0.05599760307790996	MMP2, CYP1A1	71	16	19478	34.29225352112676	1.0	0.5119780852837482	0.5027477111500268
GOTERM_BP_DIRECT	GO:0002407~dendritic cell chemotaxis	2	2.8169014084507045	0.05599760307790996	CXCR1, CXCR2	71	16	19478	34.29225352112676	1.0	0.5119780852837482	0.5027477111500268
INTERPRO	IPR003598:Ig_sub2	4	5.633802816901409	0.05837918469732526	PDGFRA, PECAM1, CD3G, CD3E	71	262	20808	4.474357595957424	0.9999999947675152	0.47451798843723353	0.4700272819220547
GOTERM_BP_DIRECT	GO:0043691~reverse cholesterol transport	2	2.8169014084507045	0.0593929461958207	APOA1, APOE	71	17	19478	32.275062137531066	1.0	0.5201571708939245	0.510779337284058
GOTERM_BP_DIRECT	GO:0055091~phospholipid homeostasis	2	2.8169014084507045	0.0593929461958207	HNF4A, APOA1	71	17	19478	32.275062137531066	1.0	0.5201571708939245	0.510779337284058
GOTERM_BP_DIRECT	GO:0097242~amyloid-beta clearance	2	2.8169014084507045	0.0593929461958207	MARCO, ITGB2	71	17	19478	32.275062137531066	1.0	0.5201571708939245	0.510779337284058
GOTERM_BP_DIRECT	GO:0030007~intracellular potassium ion homeostasis	2	2.8169014084507045	0.0593929461958207	ATP4B, ATP4A	71	17	19478	32.275062137531066	1.0	0.5201571708939245	0.510779337284058
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	3	4.225352112676056	0.061467097652477626	CD2, FCGR3A, CD14	71	112	19478	7.348340040241449	1.0	0.5275073487223285	0.5179969998871904
UP_SEQ_FEATURE	DOMAIN:Immunoglobulin subtype 2	2	2.8169014084507045	0.062432160011391236	CD3G, CD3E	71	19	20675	30.652335063009637	0.9999999999999852	1.0	1.0
GOTERM_MF_DIRECT	GO:0048018~receptor ligand activity	3	4.225352112676056	0.06272921474990827	APOA1, APOE, APOB	71	112	19253	7.263455734406438	0.9999999483517288	0.3928998979141447	0.36256013745745397
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding	9	12.676056338028168	0.06274853640702588	HNF4A, NR1I2, ARX, NR1H4, SOX9, INSM1, ERG, HNF1A, ST18	71	1176	19253	2.075273066973268	0.999999948626759	0.3928998979141447	0.36256013745745397
GOTERM_BP_DIRECT	GO:0034374~low-density lipoprotein particle remodeling	2	2.8169014084507045	0.06277625095092339	APOE, APOB	71	18	19478	30.482003129890455	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0016125~sterol metabolic process	2	2.8169014084507045	0.06277625095092339	CYP7A1, CYP8B1	71	18	19478	30.482003129890455	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0055089~fatty acid homeostasis	2	2.8169014084507045	0.06277625095092339	NR1H4, APOE	71	18	19478	30.482003129890455	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	3	4.225352112676056	0.06340445981529683	CD14, CD68, CYP7A1	71	114	19478	7.219421793921423	1.0	0.5275073487223285	0.5179969998871904
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	3	4.225352112676056	0.06371349695905049	KRT19, DES, VILL	71	113	19253	7.199177365075408	0.9999999606568082	0.3928998979141447	0.36256013745745397
UP_KW_DOMAIN	KW-0176~Collagen	3	4.225352112676056	0.06567287701827212	C1QB, MARCO, PCOLCE	61	102	14625	7.0515911282545805	0.5574243904137597	0.2626915080730885	0.2626915080730885
GOTERM_BP_DIRECT	GO:0008209~androgen metabolic process	2	2.8169014084507045	0.0661475593965395	CYP3A4, UGT2B7	71	19	19478	28.877687175685693	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	2	2.8169014084507045	0.0661475593965395	NCAPG, NCAPH	71	19	19478	28.877687175685693	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0046889~positive regulation of lipid biosynthetic process	2	2.8169014084507045	0.0661475593965395	APOE, PCK1	71	19	19478	28.877687175685693	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	3	4.225352112676056	0.06634904094027254	HNF4A, HNF1A, PCK1	71	117	19478	7.034308414590105	1.0	0.5275073487223285	0.5179969998871904
KEGG_PATHWAY	hsa01240:Biosynthesis of cofactors	4	5.633802816901409	0.0670815884313143	ADSL, UGT1A1, AK2, UGT2B7	53	154	8534	4.1823082577799555	0.9999631006571797	0.5800584411413648	0.5524366106108236
UP_KW_CELLULAR_COMPONENT	KW-0345~HDL	2	2.8169014084507045	0.06727014916726752	APOA1, APOE	67	19	18049	28.356637863315004	0.8762126457140995	0.28830063928828936	0.25947057535946044
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	3	4.225352112676056	0.06734065212991004	KRT19, NR1H4, SOX9	71	118	19478	6.974695631415613	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	4	5.633802816901409	0.0682983210088335	HNF4A, CYP3A4, CYP8B1, UGT2B7	71	262	19478	4.188366842275024	1.0	0.5275073487223285	0.5179969998871904
UP_KW_BIOLOGICAL_PROCESS	KW-0226~DNA condensation	2	2.8169014084507045	0.06929329976963897	NCAPG, NCAPH	56	15	11523	27.435714285714287	0.9473587178936881	0.28410252905551975	0.2425265491937364
GOTERM_BP_DIRECT	GO:0045807~positive regulation of endocytosis	2	2.8169014084507045	0.06950691346779239	CD14, APOE	71	20	19478	27.433802816901412	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0019373~epoxygenase P450 pathway	2	2.8169014084507045	0.06950691346779239	CYP2C9, CYP1A1	71	20	19478	27.433802816901412	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0010564~regulation of cell cycle process	2	2.8169014084507045	0.06950691346779239	SOX9, INSM1	71	20	19478	27.433802816901412	1.0	0.5275073487223285	0.5179969998871904
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	5	7.042253521126761	0.06990864267330177	ITGB2, CXCR2, NR1H4, CD14, CD44	71	432	19478	3.175208659363589	1.0	0.5275073487223285	0.5179969998871904
UP_KW_MOLECULAR_FUNCTION	KW-1278~Translocase	3	4.225352112676056	0.07000900794346836	ATP4A, ABCC2, ABCG2	50	106	11952	6.765283018867925	0.9211583019879678	0.6125788195053481	0.6125788195053481
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell population proliferation	5	7.042253521126761	0.0703765813800222	CDH5, AZGP1, HNF4A, INSM1, ST18	71	433	19478	3.167875613960902	1.0	0.5275073487223285	0.5179969998871904
KEGG_PATHWAY	hsa04514:Cell adhesion molecules	4	5.633802816901409	0.07128330636622524	CD2, CDH5, ITGB2, PECAM1	53	158	8534	4.076427036064007	0.9999809963050832	0.5816256712039821	0.5539292106704592
INTERPRO	IPR002213:UDP_glucos_trans	2	2.8169014084507045	0.07148826779284287	UGT1A1, UGT2B7	71	22	20808	26.642765685019207	0.9999999999385383	0.5395662116745521	0.5344599068322062
INTERPRO	IPR050271:UDP-glycosyltransferase	2	2.8169014084507045	0.07148826779284287	UGT1A1, UGT2B7	71	22	20808	26.642765685019207	0.9999999999385383	0.5395662116745521	0.5344599068322062
INTERPRO	IPR035595:UDP_glycos_trans_CS	2	2.8169014084507045	0.07148826779284287	UGT1A1, UGT2B7	71	22	20808	26.642765685019207	0.9999999999385383	0.5395662116745521	0.5344599068322062
GOTERM_BP_DIRECT	GO:0034375~high-density lipoprotein particle remodeling	2	2.8169014084507045	0.07285435493164016	APOA1, APOE	71	21	19478	26.12743125419182	1.0	0.5412037794921841	0.5314464998138394
GOTERM_MF_DIRECT	GO:0016209~antioxidant activity	2	2.8169014084507045	0.07367552852356068	ALB, APOE	71	21	19253	25.825620389000672	0.9999999975359327	0.443766555525633	0.4094988678402559
INTERPRO	IPR050182:Cytochrome_P450_fam2	2	2.8169014084507045	0.07461517153986152	CYP2C9, CYP2D6	71	23	20808	25.484384568279243	0.9999999999789043	0.5500699855380489	0.5448642758957329
GOTERM_BP_DIRECT	GO:0042157~lipoprotein metabolic process	2	2.8169014084507045	0.07618992543061327	APOA1, APOE	71	22	19478	24.939820742637643	1.0	0.5512175474632195	0.5412797311027048
GOTERM_BP_DIRECT	GO:0043254~regulation of protein-containing complex assembly	2	2.8169014084507045	0.07618992543061327	INSM1, APOE	71	22	19478	24.939820742637643	1.0	0.5512175474632195	0.5412797311027048
GOTERM_BP_DIRECT	GO:0006883~intracellular sodium ion homeostasis	2	2.8169014084507045	0.07618992543061327	ATP4B, ATP4A	71	22	19478	24.939820742637643	1.0	0.5512175474632195	0.5412797311027048
GOTERM_CC_DIRECT	GO:0005882~intermediate filament	3	4.225352112676056	0.07690243611599423	KRT19, DES, KRT7	71	136	20795	6.460749792874896	0.9999992939652839	0.3889066055008851	0.3383707189103746
UP_SEQ_FEATURE	CARBOHYD:O-linked (GalNAc...) threonine	3	4.225352112676056	0.07964115482657048	VWF, CD14, APOE	71	138	20675	6.330373545621556	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0019957~C-C chemokine binding	2	2.8169014084507045	0.0804066419316839	CXCR1, CXCR2	71	23	19253	23.579914268218005	0.9999999996273348	0.4572541344035837	0.4219449348357394
GOTERM_MF_DIRECT	GO:0016493~C-C chemokine receptor activity	2	2.8169014084507045	0.0804066419316839	CXCR1, CXCR2	71	23	19253	23.579914268218005	0.9999999996273348	0.4572541344035837	0.4219449348357394
GOTERM_MF_DIRECT	GO:0005543~phospholipid binding	3	4.225352112676056	0.0812111590060419	APOA1, APOE, APOB	71	130	19253	6.25774647887324	0.9999999997029227	0.4572541344035837	0.4219449348357394
KEGG_PATHWAY	hsa05133:Pertussis	3	4.225352112676056	0.081600452966971	C1QB, ITGB2, CD14	53	78	8534	6.193033381712627	0.9999963216407258	0.5816256712039821	0.5539292106704592
GOTERM_CC_DIRECT	GO:0005794~Golgi apparatus	8	11.267605633802818	0.08268167589400827	CD2, PDGFRA, CAPN8, ALB, CD14, APOE, CD3E, CD44	71	1122	20795	2.088323165373704	0.9999997676983988	0.400785271088797	0.34870582908290815
GOTERM_BP_DIRECT	GO:0006911~phagocytosis, engulfment	2	2.8169014084507045	0.08282561933116873	MARCO, ITGB2	71	24	19478	22.86150234741784	1.0	0.5889821819105332	0.5783635127655116
GOTERM_BP_DIRECT	GO:0030301~cholesterol transport	2	2.8169014084507045	0.08282561933116873	APOA1, APOB	71	24	19478	22.86150234741784	1.0	0.5889821819105332	0.5783635127655116
KEGG_PATHWAY	hsa01100:Metabolic pathways	15	21.12676056338028	0.0832657088604829	PRPS2, ADSL, UGT1A1, AK2, CYP3A4, CYP7A1, CYP8B1, LIPF, ATP4B, ATP4A, CYP2C9, CYP1A1, PCK1, GART, UGT2B7	53	1570	8534	1.5383968273044104	0.9999971829725116	0.5816256712039821	0.5539292106704592
KEGG_PATHWAY	hsa05140:Leishmaniasis	3	4.225352112676056	0.08340339561753622	FCGR3A, FCGR3B, ITGB2	53	79	8534	6.114640554096011	0.9999972444907578	0.5816256712039821	0.5539292106704592
GOTERM_MF_DIRECT	GO:0038024~cargo receptor activity	2	2.8169014084507045	0.08375409565583594	MARCO, ITGB2	71	24	19253	22.597417840375588	0.9999999998550828	0.46153852712471294	0.42589848642010186
GOTERM_CC_DIRECT	GO:0034364~high-density lipoprotein particle	2	2.8169014084507045	0.0839840546677016	APOA1, APOE	71	26	20795	22.52979414951246	0.9999998193504228	0.400785271088797	0.34870582908290815
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	3	4.225352112676056	0.08518141529568639	PDGFRA, CXCR1, CXCR2	56	102	11523	6.051995798319328	0.9740143173340886	0.3174943661021038	0.27103177594082034
GOTERM_CC_DIRECT	GO:0000785~chromatin	8	11.267605633802818	0.08604429548799032	HNF4A, NR1I2, ARX, NR1H4, SOX9, ERG, HNF1A, ST18	71	1133	20795	2.06804818318561	0.9999998787306158	0.400785271088797	0.34870582908290815
GOTERM_BP_DIRECT	GO:0030325~adrenal gland development	2	2.8169014084507045	0.08612582528457069	PDGFRA, APOA1	71	25	19478	21.94704225352113	1.0	0.5971390553063568	0.5863733271457855
GOTERM_BP_DIRECT	GO:0042573~retinoic acid metabolic process	2	2.8169014084507045	0.08612582528457069	UGT1A1, CYP3A4	71	25	19478	21.94704225352113	1.0	0.5971390553063568	0.5863733271457855
GOTERM_BP_DIRECT	GO:0048844~artery morphogenesis	2	2.8169014084507045	0.08612582528457069	APOE, APOB	71	25	19478	21.94704225352113	1.0	0.5971390553063568	0.5863733271457855
KEGG_PATHWAY	hsa00983:Drug metabolism - other enzymes	3	4.225352112676056	0.08704601881964359	UGT1A1, CYP3A4, UGT2B7	53	81	8534	5.96366177498253	0.9999984654312062	0.5816256712039821	0.5539292106704592
