baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NKRF	116.823832320881	0.789284393743003	0.372123983747588	2.12102532546887	0.0339196712528307	0.0818064694791088
ANGPT1	97.0748755647081	-0.847916866537018	0.399868876002232	-2.12048728326704	0.0339649728385828	0.0819073720314422
PTGES2-AS1	3.12696732064388	-3.48986394230455	1.64605683599268	-2.1201357486541	0.0339945989578966	0.0819704560839757
FTSJ1	204.874451259616	-0.806991292530363	0.380639343698959	-2.1200942726735	0.0339980958664137	0.0819705288835885
IGKV1-13	3.76380104091279	-3.75305274897247	1.77061431341726	-2.11963312423988	0.0340369967747651	0.0820475878009299
NUFIP1	83.2645202500752	0.766743508334062	0.361732671740454	2.11964129379004	0.0340363072884676	0.0820475878009299
PEF1	426.301292965177	0.619476626085592	0.292278462971198	2.11947407889112	0.0340504221191156	0.0820715831810895
PLPP7	6.67241212140898	-2.2638627897331	1.06816470503183	-2.11939486398368	0.0340571105006066	0.0820793372527614
PLA2G1B	16.671248669737	-2.59395097359681	1.22420052163055	-2.11889386400674	0.0340994376335512	0.0821682139406818
ZNF569	68.1260691374964	0.985970158356886	0.465326949728125	2.1188761126622	0.0341009381856591	0.0821682139406818
GPS2	71.9465441803711	-1.01847302178871	0.480764504524116	-2.11844471088157	0.0341374226875868	0.0822477439828806
OXR1	869.536125603627	0.62080425449344	0.293077862109434	2.11822295285351	0.0341561901822597	0.0822845763483984
EDF1	1870.06871453057	0.6679922702637	0.315377607870008	2.11807133288623	0.034169026932454	0.0823071150996206
MTND5P1	9.87096604678888	1.80456276979755	0.852073586803469	2.11784850246012	0.0341879001264702	0.0823441884985625
ENSG00000253295	6.99006647230001	2.94488209244934	1.39064928225065	2.11763104474717	0.0342063268538992	0.0823717892311281
KCNJ5	75.3789274489756	-1.59120853713819	0.751409524996627	-2.11763157666298	0.0342062817705631	0.0823717892311281
SF3B6	376.548596266625	0.555409697087958	0.26229405279265	2.11750777867245	0.0342167758276819	0.0823885605341689
DIDO1	764.089563517355	-0.642024815837448	0.303247304376245	-2.11716578044458	0.0342457804933068	0.0824500030306729
GPRC5A	790.511295956427	-3.05255173645576	1.44186868900021	-2.11708025823932	0.0342530368637277	0.0824590772391409
TAF7L	3.82235746433885	2.80020036244469	1.32312885819747	2.11634743290194	0.034315269363154	0.0826004829575259
POLM	244.131257991678	-1.03954306488421	0.491298968283249	-2.1159072825182	0.0343526939401725	0.0826821506733896
UFL1-AS1	7.33524299448889	-2.03928640418647	0.96385658636253	-2.11575708776601	0.0343654724971847	0.0827044882642171
ENSG00000289384	6.39964833264662	-2.21962894619044	1.04943865784702	-2.11506306690104	0.0344245724924502	0.0828382878672894
TONSL-AS1	6.43420702103691	-2.26939867402568	1.07302555437545	-2.11495305472625	0.0344339486509734	0.0828524184239612
ENSG00000305310	2.09068639257911	5.08967807225199	2.40675539008464	2.11474672217229	0.0344515399223575	0.0828778778577823
ENSG00000308270	2.09068639257911	5.08967807225199	2.40675539008464	2.11474672217229	0.0344515399223575	0.0828778778577823
CMC4	16.1283089603819	1.48430052730371	0.701978778217563	2.11445213639162	0.034476668695327	0.0829298912818928
TMEM231	40.9057859659047	-1.0823887945118	0.512069756795863	-2.11375262871323	0.0345364008838982	0.0830651204251626
DUSP15	8.65385678609685	-2.15978349144191	1.02196891793811	-2.11335536094328	0.0345703636212191	0.0831280290188756
ENSG00000305868	4.49078558602338	-3.02344681603808	1.43065984343792	-2.11332332413318	0.0345731037162877	0.0831280290188756
FZD1	250.088094988472	-0.568774727938032	0.269129324951515	-2.11338815656934	0.0345675588170918	0.0831280290188756
ENSG00000265982	4.18154025474051	-3.91286397411526	1.85178556060069	-2.11302218645985	0.0345988689656544	0.0831815207618604
ALKBH7	316.262412795467	0.943678133946115	0.446702986676895	2.11254046221251	0.0346401192525587	0.083272226487063
ENSG00000294687	2.30847913382713	-4.10275520195579	1.94222147688177	-2.11240337458462	0.0346518658096955	0.0832919962458321
LGI1	43.8978566268456	2.63391752119662	1.24693491391498	2.11231355526564	0.0346595639562441	0.0833020318911763
SNX32	12.5679561042413	-1.912967377224	0.905697481187321	-2.11214828014781	0.034673733011688	0.0833276163290337
BRWD1	1040.98783451429	0.56239834338281	0.266279870084307	2.11205729973035	0.034681534884754	0.0833378955640253
COX7B	1054.26926502566	0.916248907349639	0.433944897845511	2.11144067345581	0.0347344521646427	0.0834565716322505
RASSF7	445.978883407884	-1.02244347903428	0.484283510415261	-2.11124982999639	0.0347508438263721	0.083487472289633
FCF1	449.533105364792	0.561997897475217	0.266202451610487	2.11116724911889	0.0347579387961152	0.0834960340174889
RBM44	8.04535536051689	-2.7076876237189	1.28260792361281	-2.11107975700943	0.0347654570659595	0.0835056107603222
YJEFN3	38.6760287863811	-1.16882617819644	0.553760620419004	-2.11070656723846	0.0347975411715988	0.0835741859829816
ENSG00000309428	5.13527179976221	-2.68852117793141	1.27401637379865	-2.11027207595082	0.0348349273838207	0.0836469846644094
SMARCB1	506.238232462268	-0.587836041597658	0.278559107697901	-2.11027399698297	0.0348347620113379	0.0836469846644094
URGCP	410.586876574005	0.567855205816867	0.269112378841281	2.11010436703761	0.0348493672274369	0.0836731608542594
SULT1C4	42.7154968005203	1.31147302704748	0.621633078993587	2.10972207137164	0.0348823022325056	0.0837423772708087
TBL1Y	4.01704257895612	4.19627454775354	1.98905026238575	2.10968753636238	0.0348852787531176	0.0837423772708087
SNTN	2.10891061576745	-3.970744596794	1.88220482215718	-2.10962406962871	0.0348907494211407	0.0837470074167974
XPR1	301.550066560607	0.557523697088758	0.264308542899596	2.10936692008683	0.034912922542952	0.0837917228510048
MBD6	762.522414106381	-0.906740716620037	0.42991209472723	-2.10913051235589	0.0349333177835523	0.0838321626907637
KIF7	30.8455097391077	-1.08722980244871	0.51551608910203	-2.10901235758236	0.0349435149807249	0.0838481237790989
LINGO3	9.57461578766683	-2.24600593873701	1.06530757066691	-2.10831688479502	0.0350035883933668	0.0839795243279965
N4BP1	458.852131761439	-0.568340652643615	0.269573441007856	-2.10829616789679	0.035005379225068	0.0839795243279965
ENSG00000261542	6.10910640909713	2.01952347431028	0.958145492676325	2.10774197629347	0.0350533142750196	0.0840859912785673
AKAP10	257.626502891356	-0.650529356486224	0.308732059404935	-2.10710011049739	0.0351089027680985	0.0842107938680959
ZNF655	696.134868812641	-0.53352313623957	0.253218965653134	-2.10696357148226	0.0351207373682771	0.0842306354673814
C14orf180	8.22305692718931	2.206052409293	1.04723091866533	2.10655775146951	0.0351559321621925	0.084298779981987
ZFAND4	112.580810972385	0.706208955883576	0.335243742601147	2.10655372835335	0.0351562812181169	0.084298779981987
ENSG00000305228	2.3274967059861	-4.11366531767289	1.95301595157261	-2.10631424405954	0.0351770648224377	0.0843400626370451
ACKR3	164.27205971753	1.13696741399045	0.539885553081755	2.10594154168501	0.0352094305960447	0.0844091033603849
OSBPL2	759.426578425664	-0.815765049484305	0.387438230832011	-2.1055357591647	0.0352446979736957	0.0844850855219013
ATP5ME	744.899657116744	0.964949129632356	0.458445260778872	2.10482954495584	0.0353061483723136	0.0846066563558686
SEMA4B	715.976200444936	-1.32817884261763	0.631005641258419	-2.10486048899473	0.0353034538990099	0.0846066563558686
TRBV27	6.05364593864402	-2.89802037536789	1.37681909091922	-2.10486649588295	0.035302930865459	0.0846066563558686
ENSG00000289155	3.17169129927192	-3.48891712318351	1.65808899685006	-2.10417964886779	0.0353627790809819	0.0847337769932932
ENSG00000291166	4.06681606090637	6.03082218236942	2.86680098845566	2.10367660910366	0.0354066662113161	0.0848303397068163
TRBV19	9.42063086225575	-2.21761543263659	1.05431366718031	-2.10337350417494	0.0354331326872617	0.0848851491783489
TRAV23DV6	3.79434866034568	-3.7573963481171	1.78654233766959	-2.10316669741975	0.0354512002985269	0.0849198288986595
ZRANB2	882.59937027245	-0.529786935767854	0.251944548117252	-2.10279182354562	0.0354839710834896	0.0849897180175356
LINC02427	10.3104858570839	-1.53133573907891	0.728276112363277	-2.10268566149957	0.0354932562692622	0.085003346954999
ZDHHC12	213.850805811096	-0.918863617678258	0.437031175878196	-2.10251274598852	0.035508384310323	0.0850309648589819
PIP5KL1	12.0941117012669	-2.38237581883271	1.13330010708275	-2.10215794028753	0.0355394427952084	0.0850967215081219
BLOC1S6	676.537729523851	0.521952592409116	0.248358128322897	2.10161268299829	0.035587217940518	0.0851996618403319
RHAG	3.50025384905436	3.21584596401026	1.53020025059425	2.10158504598427	0.0355896409387591	0.0851996618403319
ENSG00000279453	79.6904693679115	1.20753866217653	0.574660798421528	2.10130683264524	0.0356140403588776	0.0852494416162847
PRAG1	163.75133520657	-1.30995896353444	0.623495945746631	-2.1009903472039	0.0356418136054754	0.0853072864360223
MTFMT	121.560973514122	0.799813979313582	0.380783325650283	2.10044381000061	0.0356898185947406	0.0854135385296195
IGKV2-4	5.04902429348095	-3.38557417347527	1.61190025521948	-2.10036208041563	0.0356970020351626	0.0854172029284342
SARS2	41.0315787658681	-0.873005297827784	0.415648683862715	-2.10034418902703	0.0356985747235689	0.0854172029284342
LDLR	2987.44777056656	1.4267324063999	0.679390241624025	2.10001898612706	0.0357271710026444	0.0854688096594524
LINC02611	8.72560880653655	-2.34868623487808	1.11841312291639	-2.10001669933344	0.0357273721579204	0.0854688096594524
LRMDA	106.277162256887	0.884981873886059	0.421457975148687	2.09981048187271	0.0357455158209618	0.0854949141803197
TRAV21	3.88988074071048	-3.80905560940068	1.81398558330807	-2.09982683680115	0.0357440765758734	0.0854949141803197
CD1E	39.969787560592	-1.87099854990031	0.891141260618228	-2.09955327239848	0.0357681569357495	0.0855404137499543
ENSG00000283667	5.44360411699844	2.35056525066092	1.11962022591972	2.0994308572177	0.0357789369466085	0.0855575408679771
DDX3X	4515.31168715529	0.560122673124039	0.266824964602315	2.09921389461764	0.0357980497113664	0.0855945884745939
COG3	674.368059117955	0.557478265566693	0.265593380067914	2.09899156908257	0.035817643942577	0.0856327796786888
NICOL1	10.9970551127097	-2.41829074890741	1.15215375268239	-2.09893058394096	0.0358230203484727	0.0856369746375125
LINC02971	8.49645422509774	1.65819483161302	0.790046510818751	2.09885723043644	0.0358294880520578	0.0856417747326518
ZNF512	187.737397717177	-0.723546166975401	0.344738575405333	-2.09882565687544	0.0358322722533358	0.0856417747326518
ENSG00000267474	2.14831379032849	-4.00201396031893	1.90741142123176	-2.09813882614509	0.0358928836371748	0.0857613086503279
ENSG00000290059	5.36280297969725	2.04825321937545	0.976225364752414	2.09813562864649	0.0358931660141106	0.0857613086503279
MYBPC1	23.8372005719936	-2.30623346030157	1.09915827370835	-2.09818141341991	0.0358891228578656	0.0857613086503279
CTR9	782.129761672428	0.534238678677407	0.254639088435654	2.09802305670917	0.0359031086547689	0.0857763973064575
CEP78	227.49493878717	0.518553166169595	0.247177446388802	2.097898387355	0.0359141225108077	0.0857940419042278
GZF1	204.69628518418	0.54643851827427	0.260478325873822	2.09782720478237	0.0359204123940907	0.0858003991371123
ZCWPW1	60.2484962100101	1.04247501060077	0.496954813030833	2.09772595669798	0.0359293605649986	0.0858131040969083
GABPA	507.229415186408	0.602487218943977	0.287273212226594	2.09726209511226	0.035970380340699	0.0859023980563404
PHF20L1	510.841065897156	0.473559711677229	0.225820690544853	2.09706077213138	0.0359881959696365	0.0859362647649016
LINC00323	3.19132505081444	-3.4495005315515	1.64497758088456	-2.09698938857063	0.0359945147054299	0.0859426739583854
ENSG00000272918	11.1233987818293	-1.5755222608323	0.751349238813335	-2.09692401275424	0.0360003024770805	0.0859478142236034
ATXN2L	974.643834444495	-0.803030077558342	0.382993035726644	-2.09672240132192	0.0360181562903662	0.0859730774768532
NEK11	32.1280259963276	-1.00715369710819	0.480338969205553	-2.09675616944833	0.0360151654087946	0.0859730774768532
TEC	77.5974709690915	1.09444816524371	0.52201672828579	2.09657680671974	0.0360310541958356	0.085995182846526
ENSG00000288756	8.09237449320682	-1.94826600568349	0.929365375442621	-2.09634020931284	0.0360520222386729	0.0860365427768895
HYKK	59.2989983278632	0.928795738279135	0.443085872668302	2.09619804099338	0.0360646266673137	0.0860564975519189
KLRF1	16.7757133543082	1.18433980680893	0.565003463313816	2.09616380024049	0.036067662962128	0.0860564975519189
SYNE3	145.188824842621	-0.774442795642798	0.369624965657119	-2.09521235738499	0.0361521192537068	0.0862493047880029
MYOD1	2.05695521988312	5.06834808657747	2.41918272781156	2.0950662503954	0.0361651035864593	0.0862715773105156
ENSG00000265519	14.7245214632688	-1.65808434147065	0.791452855363578	-2.09498813509108	0.0361720472198074	0.086279436750968
ENSG00000216809	5.68622488415201	-2.33123138093433	1.1128410710495	-2.09484664214971	0.0361846273556448	0.0862840810647596
LRRC37B	62.783594889611	-0.856609160492907	0.40891327748092	-2.09484310651389	0.0361849417567416	0.0862840810647596
TFAP2E	6.37379194536327	-2.45509147366465	1.17193472488191	-2.09490462355916	0.0361794717782303	0.0862840810647596
ENSG00000280135	13.7071852975812	-2.57126577758935	1.22750464671987	-2.09470960819601	0.0361968145978721	0.0863036887331538
FOXH1	2.34651427814506	-4.12452586493835	1.96909604025997	-2.0946290991443	0.0362039763769115	0.0863120610437661
ANKRD13B	18.436341535573	-1.44688205686545	0.690797470168968	-2.09450977941703	0.0362145928276585	0.0863286669432388
TTC36-AS1	13.5943455248484	1.4736881171845	0.703757597943082	2.09402800266987	0.0362574858178031	0.0864222028389068
ENSG00000253477	2.54406739229214	-4.24921687915208	2.02928392066281	-2.09394892251657	0.0362645305261396	0.0864302816541248
SIPA1L2	238.042295436047	1.29990536033476	0.620813139775834	2.09387539832699	0.0362710813383416	0.0864371818428833
INO80C	116.721639596232	-0.89364584924544	0.426883255932566	-2.09341977420311	0.0363116987465678	0.0865252561586813
PNISR-AS1	41.795091908216	-1.22874339166932	0.586967900897427	-2.09337408364354	0.0363157740491583	0.0865262472180923
ENSG00000292993	9.39415220203762	-1.66426211073363	0.795104681998056	-2.09313584539765	0.0363370296767512	0.0865681679301543
ENSG00000301416	3.92642691193435	-3.77934142415037	1.80578029725735	-2.09291320206035	0.0363569035095685	0.0866067885838955
AP3S2	237.639093859816	0.800894297551141	0.382703464609606	2.09272810834919	0.0363734325977425	0.0866374346503094
DPYSL4	7.26226212045989	-2.41161986086645	1.1525915896691	-2.09234553026611	0.0364076175744183	0.086710124652208
IFITM1	432.14906272652	1.09782750988289	0.52474798763707	2.09210427814385	0.0364291885495631	0.0867527609280311
ACER3	301.249026763155	-0.527012937417392	0.25192274840645	-2.09196247957375	0.03644187220703	0.0867724404113235
LINC01589	4.49545901642088	-2.97509861766005	1.4221789637908	-2.09192984385732	0.0364447919528379	0.0867724404113235
GABBR2	5.15288924335179	-2.73791575621193	1.30886907215214	-2.09181790177839	0.0364548083361575	0.0867788123536135
MCPH1-DT	20.7085643548885	-1.51516130731776	0.724314470930455	-2.09185563470985	0.0364514317967476	0.0867788123536135
BRMS1L	101.103164986598	0.659130978428872	0.315141481784662	2.0915398845502	0.0364796949844337	0.0868212950192656
RGS12	234.965780013918	0.598876103302494	0.286337311289663	2.09150564627836	0.0364827608164404	0.0868212950192656
SRP68	818.00593540561	0.516843857123232	0.247116888357219	2.09149548846743	0.0364836704297493	0.0868212950192656
JARID2	264.980787338308	-0.817253109335016	0.390774604453985	-2.09136699268606	0.0364951786594616	0.0868399415722018
C2CD3	219.392950886565	-0.635769616477182	0.304003240993563	-2.09132512666417	0.0364989288964749	0.0868401261578938
MIR642A	2.51036831792242	-4.2277816895908	2.02175849090624	-2.09114081063942	0.036515443297633	0.0868706768057685
ENSG00000256973	4.59943125746321	-3.06983902298747	1.46805213137355	-2.09109673790347	0.0365193930826146	0.0868713329414913
ANAPC15	81.0519435040384	0.752089080625784	0.359698929491614	2.09088495672968	0.0365383779239139	0.0869054241223163
ENSG00000302692	15.1732771512075	-1.86226188846838	0.89069025645833	-2.09080752255372	0.0365453215066265	0.0869054241223163
GALNT1	1165.37943024464	0.542097935368477	0.259281117759467	2.09077290337577	0.0365484261988714	0.0869054241223163
LINC01958	2.18169592740103	5.15511159047361	2.46560687366624	2.09080841132155	0.0365452418037468	0.0869054241223163
ENSG00000233332	2.1536024960692	-3.99803038464195	1.91236384348417	-2.09062224129791	0.0365619403844198	0.0869200764518004
ENSG00000259033	4.33157287831724	-2.96615114345883	1.41877703199857	-2.09063938628929	0.0365604022871231	0.0869200764518004
B3GNT8	16.5315723965859	-2.19195774590493	1.04853655328324	-2.09049244782296	0.0365735860979757	0.0869336482984964
PGAM1P5	12.1406251298554	-1.73489584092135	0.829904428171449	-2.09047666457678	0.0365750024645144	0.0869336482984964
SHISA3	25.4373622088378	-2.57483426762796	1.23173282868401	-2.0904162068806	0.0365804282863656	0.0869378054911162
ARRDC4	760.879103836372	0.681561713161715	0.326076818700547	2.09018756953597	0.0366009537196083	0.0869778442914712
RTEL1	25.4704757261462	-1.33320567189562	0.63794401877424	-2.08984743591964	0.0366315066503104	0.0870417018135453
ENSG00000280239	11.2858920567704	-1.80485736086709	0.863653503452336	-2.08979336464498	0.0366363656717721	0.0870445002320188
RNF14	612.104399303371	0.740407123657778	0.354309196940907	2.08972030658653	0.0366429317798454	0.0870513535551537
CPNE2	122.628640391624	0.673994338672739	0.322551561807455	2.08957084224282	0.0366563680422017	0.0870657782378562
DEPTOR	540.779002099608	-1.09939744146497	0.526133020705713	-2.08958076797827	0.0366554756271508	0.0870657782378562
ENSG00000309772	3.58087200317464	3.17049697504527	1.51749286330385	2.08929943047148	0.0366807776345059	0.0871150047376348
ALDH7A1P1	3.23623084826634	3.09373861147926	1.48121255308847	2.08865270890969	0.0367389967674389	0.0872445092463687
CSNK2A1	897.426576651443	-0.488450171450342	0.233870879801061	-2.08854634602579	0.0367485792944438	0.0872585014477931
ENSG00000271151	3.06807025602763	-3.45796255777026	1.65580720045532	-2.08838478104177	0.0367631392047948	0.087284308313824
ENSG00000231628	6.81643581472219	-2.23223624107144	1.06901434748456	-2.08812561433249	0.0367865050486388	0.0873310152485004
ENSG00000287594	3.08842634094284	3.78775838377191	1.8140052359771	2.088063644277	0.0367920939925788	0.0873355147529893
ENSG00000288973	51.2311938273374	-0.842723072820124	0.403628532443171	-2.08786794065104	0.0368097488239826	0.0873686519717998
DOP1B	731.427430559732	-1.24665265405331	0.597214148876474	-2.08744661592264	0.036847781895303	0.0874501458310186
EFCAB6-DT	2.99868880170188	-3.40488422535593	1.63148367248071	-2.08698639329852	0.036889364530056	0.087516968707127
HFM1	5.54038609986962	-2.8791490160052	1.37958257325301	-2.08697114027489	0.0368907433750871	0.087516968707127
LINC01012	4.95278438799055	-2.5407781187463	1.2174316978289	-2.08699849303857	0.0368882707672275	0.087516968707127
TTLL12	650.280323424144	-1.00124214557974	0.479735184729277	-2.08707257139116	0.0368815750149055	0.087516968707127
NADSYN1	609.609295412493	-0.754749318131623	0.361671920604634	-2.08683415862048	0.0369031282296932	0.0875375669132319
MRPL30	363.549670963838	0.663259349355328	0.317862087096613	2.08662616990158	0.0369219397808865	0.087573404164817
CELF5	9.2010752385329	-1.94657031133969	0.933030379285147	-2.08628824372373	0.0369525209456335	0.0876371472176033
SLC4A1	8.80336140911098	2.63375212962673	1.26251065174137	2.08612270002951	0.0369675099544823	0.0876639026049278
ENSG00000275180	13.1264677690528	-1.76083969887033	0.844486119438202	-2.08510200267322	0.0370600425260895	0.0878745192067175
B4GALT4	423.507715112227	-1.12473654325565	0.539534122471527	-2.08464394819626	0.0371016320845469	0.0879466757532943
KDELR3	320.953259834738	-1.32699403480172	0.636533158278546	-2.08472098828359	0.0370946343668504	0.0879466757532943
PTPRG	419.076425188473	0.615056878906167	0.295040458275247	2.08465266933789	0.037100839867985	0.0879466757532943
BEX3	450.273189063362	0.719280079669091	0.345047143429177	2.08458494256953	0.0371069924532605	0.0879505650117626
FLII	1361.87887323125	-0.693685942603516	0.332895383269133	-2.08379562309129	0.0371787616465322	0.088111839143255
MSS51	13.7961060245991	-1.7659027295832	0.847526925427611	-2.08359484118128	0.0371970366653791	0.0881463150884836
ZW10	200.735954802321	0.533549157785077	0.256109098652582	2.08328856956718	0.0372249280076159	0.0882035697705259
DUSP19	102.514464897467	-1.87944307518386	0.90223257243468	-2.08310266399734	0.0372418666157101	0.0882348633395255
CEP170	224.208944003562	0.859727679423145	0.412734781719865	2.08300273565669	0.0372509742018615	0.0882387582651789
SMIM1	12.3405210563292	1.40873243568471	0.676286382723912	2.08304125540824	0.0372474632419905	0.0882387582651789
CDH10	2.32981737202171	-4.11919807542247	1.97766447388422	-2.08285992382326	0.0372639935308905	0.0882607559889717
VPS26B	599.709271582605	0.480207584272163	0.230556687276189	2.08281785250025	0.0372678296686769	0.0882610008529512
ENSG00000301334	3.31700408478656	-3.56579290368451	1.71206610603069	-2.08274253612296	0.0372746979890166	0.088268426034081
ENSG00000295889	3.58095868614663	-4.73651184776627	2.27442389358308	-2.08251059142035	0.0372958564727076	0.0883096861903836
ENSG00000263089	8.98150859144273	-1.81404054906871	0.871124328134163	-2.08241291223511	0.0373047700322679	0.0883219472727521
CTDP1-DT	33.2526119433943	-1.03731400994102	0.498208482812213	-2.08208821352407	0.0373344129332074	0.0883832793157477
NEK6	997.241942907194	0.79300223805705	0.380890061684843	2.08197146060796	0.0373450766220234	0.0883996733134191
ENSG00000278291	4.36728735659956	-2.97351332548922	1.42828414318652	-2.08187799302685	0.0373536154009491	0.0884110346501944
TPRN	147.117128223376	-0.904249635265039	0.434367930263876	-2.0817596610222	0.037364428065681	0.0884277751589457
ADORA1	8.39131376872429	-1.92353192082369	0.924087223306905	-2.08154801008958	0.037383774452637	0.0884558537909138
ENSG00000289075	2.4478434804731	-4.17589225996624	2.00611066601462	-2.08158619098624	0.037380283819432	0.0884558537909138
ENSG00000293372	8.029449002696	-1.91529343988105	0.920194834215451	-2.08139990430832	0.0373973174347758	0.0884790445012281
RHOV	8.19995840242729	-2.40101721229052	1.15373453261772	-2.08108290461136	0.0374263183267542	0.088538799083152
ZNF251	156.32998839432	-0.809673351469299	0.389076837068507	-2.08101144640161	0.0374328583634376	0.0885454117650542
PSTPIP2	129.604946098379	0.772065504572535	0.371061338447903	2.08069508885505	0.0374618238948459	0.0886050641185988
ARSG	60.0978070038398	-0.720976816299195	0.346562575674573	-2.08036547193775	0.037492023735925	0.0886575598028338
CLTRN	241.737222385246	2.07979120352256	0.999760623127877	2.08028917663878	0.0374990169417695	0.0886575598028338
DEPP1	973.466193298666	1.41804994675171	0.681653311705208	2.08030962719796	0.0374971423403276	0.0886575598028338
PEF1-AS1	5.17567444983113	-2.65230462235957	1.27493213581987	-2.08034964986897	0.0374934738911183	0.0886575598028338
ENSG00000309174	18.005307573456	1.55520522034899	0.747723147732517	2.07992119150674	0.0375327619469938	0.0887284699296809
ENSG00000286514	3.40059072342682	-3.62273646343702	1.74185517550431	-2.07981496646995	0.0375425078098078	0.0887376464771517
PRAME	10.9041598502291	3.26681121982983	1.57073555835454	2.07979707497807	0.0375441495181825	0.0887376464771517
ZNF282	205.578067632484	-0.777665031544282	0.373946335526679	-2.07961666598228	0.0375607071112214	0.0887679080104778
SKP2	287.759052532594	0.867921751091377	0.417386904902731	2.07941777975435	0.0375789677097909	0.0888021878370984
COQ8A	44.7937836517797	-1.04613525836874	0.503261483737173	-2.07871115150764	0.0376439073937507	0.0889099296186233
DDX51	184.955115652152	-0.797439072067213	0.383592338255909	-2.07887121962069	0.0376291886511944	0.0889099296186233
ENSG00000273582	2.6948889683854	4.43472526808653	2.13342544307141	2.07868771908056	0.0376460624866088	0.0889099296186233
GDAP1	75.5682963511247	-0.968238916523823	0.465785390383942	-2.07872324146044	0.0376427955153742	0.0889099296186233
HMGB3P27	2.12174776983884	-3.97848528958779	1.91395143918434	-2.07867619216258	0.0376471226619436	0.0889099296186233
PBDC1	255.956913615647	0.632134627789246	0.304102729156726	2.07868778271787	0.0376460566337092	0.0889099296186233
MYOZ3	7.66634946879527	-2.69863598768862	1.29836077501089	-2.07849469856788	0.0376638186806013	0.088940476650636
KLHL23	134.035917642542	0.685786963688042	0.329967171113107	2.07834907143828	0.037677219814629	0.0889589809585606
ZNF629	245.864041469576	-0.760336420259499	0.365840473702363	-2.07832778195582	0.0376791792894897	0.0889589809585606
ATAD1	720.955406439533	0.575497747574933	0.276926098163288	2.07816363785111	0.0376942899541733	0.0889720876223249
CHIC2	259.500851799054	0.556866501638859	0.267962025781249	2.07815454453034	0.0376951272115187	0.0889720876223249
ENSG00000308357	2.01815882492084	-3.90618042389527	1.87964780733704	-2.07814485705664	0.0376960191922373	0.0889720876223249
RDH12	110.868546225098	-1.58148056236418	0.761242443876675	-2.07749919238658	0.0377555097022468	0.0891036058398667
SLC5A7	10.331781152853	-2.4584387295263	1.18348712200837	-2.07728388742781	0.0377753653062479	0.0891415681303625
FBXO34	447.895139516464	-0.607088481564346	0.29227856614291	-2.0770886130169	0.0377933813575284	0.0891751823369683
ENSG00000295497	2.36553185030403	-4.13535494662109	1.99118442313494	-2.07683170808977	0.0378170945843286	0.0892171091480577
GPC5	8.233559510141	2.32094987181709	1.11757487348607	2.07677349131635	0.0378224699555987	0.0892171091480577
TYW1	213.047284825506	0.616971446362795	0.297076376577751	2.0768108641628	0.0378190191069604	0.0892171091480577
TIMP4	7.52212524333181	-1.8632862743509	0.897257485456852	-2.07664611836833	0.0378342330404393	0.0892270536845389
TMEM208	331.089686647742	0.844351118431633	0.406591329810645	2.07665795240852	0.0378331400177698	0.0892270536845389
DDB2	347.49897612396	1.01546601837848	0.48912691716886	2.0760787900534	0.0378866644770087	0.0893328860748775
ENSG00000308605	9.05020713457551	1.77669085559085	0.855782643197643	2.07610059600207	0.0378846480699416	0.0893328860748775
ETV5-AS1	3.3680162446632	-3.54178297955165	1.70612138042978	-2.07592673075784	0.0379007280146783	0.089357135697185
OTUB1	496.248629524878	-0.623817886836414	0.300571242737547	-2.07544102075368	0.0379456797178427	0.0894541971015344
PIMREG	10.7060206195799	-2.11625049638493	1.01972292478136	-2.07531913322305	0.0379569673334056	0.0894718864119604
SEC14L6	17.7036210111517	-1.66902556182127	0.804431966315319	-2.07478771569236	0.0380062135897537	0.0895790391078277
NOD2	49.0561483620035	-1.08345968851556	0.522280406346099	-2.07447891085079	0.0380348553690064	0.0896376114023877
MRPL2	86.9513019905674	0.723889594490173	0.349030653516909	2.07400005471182	0.0380793057787083	0.0897334248692004
SMPD3	373.175206925641	-2.99330566113472	1.44341068911118	-2.07377268556736	0.038100427061602	0.0897742499124642
LINC01397	2.36922054658274	-4.14632415069805	1.99967301685084	-2.07350107530472	0.0381256711468932	0.0898247802180439
INPP5E	128.145550445265	-0.868813908028462	0.419106674640328	-2.07301377095478	0.0381709979884174	0.0899226110826074
PSMC6	731.626367118554	0.438631676574417	0.211611594895167	2.07281494566362	0.038189504972699	0.0899572469694629
RHBDD1	393.270962566087	0.509082188318669	0.245662234498955	2.07228510054456	0.0382388610853975	0.0900645353485629
CD48	208.357488778093	-1.39187522426766	0.671721736120639	-2.07210091533748	0.0382560309971028	0.0900960012874996
SLC22A18AS	39.7707115448929	1.3566292645168	0.654827722873992	2.07173462137896	0.0382901967314702	0.0901674834892553
SNRNP70	1942.37462718236	-0.597611856459986	0.288517122445271	-2.0713219769941	0.0383287168279653	0.0902492042817407
UBE2R2	1037.51984052828	0.567337068324191	0.273954522005772	2.07091696888376	0.0383665561121338	0.09032930591172
ENSG00000259351	3.2373849613593	-3.47549536487848	1.67846221219078	-2.07064260347104	0.0383922076887743	0.0903807000001064
CCZ1B	46.4387740776733	-0.937460994738694	0.452935873982661	-2.06974330934666	0.0384763887078389	0.090560841230027
ENSG00000286176	3.07707975637334	-3.44601393078236	1.66494170659944	-2.06975050064706	0.0384757149236813	0.090560841230027
