SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
Zfp36l2	21299	21569	29408	22940	7135	5905	27867	31785	29859	30338	16722	13884
Zfp36l1	7805	8128	6824	7012	2849	3645	54754	41104	48376	47680	54205	55935
Zfp369	175	196	92	117	67	58	168	138	159	188	236	230
Zfp367	888	846	570	346	479	330	995	913	572	497	318	233
Zfp366	6	10	2	2	7	21	19	20	6	7	6	16
Zfp365	6	7	2	0	3	6	859	749	791	789	1138	1192
Zfp362	688	665	572	517	181	175	1073	1003	1057	976	791	887
Zfp36	31886	37179	15502	17234	24714	32669	70814	43713	47525	43917	51921	68841
Zfp358	358	367	314	390	111	108	295	195	214	176	270	288
Zfp354c	30	34	23	18	3	3	289	255	282	189	281	302
Zfp354b	10	6	7	2	1	0	22	14	17	17	26	25
Zfp354a	57	68	66	63	18	24	49	43	34	19	44	57
Zfp352	0	0	0	0	0	0	0	0	0	0	0	0
Zfp35	486	521	286	183	155	181	244	208	111	87	150	140
Zfp346	310	338	129	139	110	135	365	319	249	217	265	271
Zfp345	1	1	0	0	0	1	0	1	0	0	0	0
Zfp341	124	134	63	55	75	74	84	74	66	66	78	79
Zfp33b	9	9	0	2	0	1	8	7	5	3	3	7
Zfp335os	21	23	26	18	7	6	36	27	23	14	23	29
Zfp335	1541	1770	2151	1790	744	738	1793	1574	1901	1516	1200	1153
Zfp334	489	483	24	32	13	3	160	110	41	34	20	49
Zfp330	569	695	666	607	464	479	478	559	540	493	388	355
Zfp329	204	207	69	80	93	98	105	98	129	122	150	150
Zfp326	1080	1288	1249	1325	530	515	1501	1495	2105	2043	1468	1246
Zfp324	70	50	43	35	68	93	71	45	60	44	66	75
Zfp322a	229	217	107	126	127	141	159	119	178	164	131	186
Zfp319	478	613	416	379	128	142	481	405	352	257	330	359
Zfp318	752	766	587	513	276	288	1045	949	875	735	856	914
Zfp317	586	606	392	442	233	254	577	572	516	476	518	518
Zfp316	321	369	172	167	84	108	401	308	184	195	194	284
Zfp300	16	22	0	2	2	0	24	24	5	4	16	10
Zfp30	18	17	8	17	12	5	54	26	31	25	43	62
Zfp3	44	49	24	10	17	13	11	12	11	13	8	10
Zfp296	296	302	99	92	58	132	810	358	178	118	173	354
Zfp292	959	808	972	811	774	772	971	657	385	314	556	651
Zfp287	55	47	9	6	5	10	77	63	44	51	68	80
Zfp286	9	16	6	1	1	4	64	53	42	47	56	70
Zfp282	499	583	510	389	278	290	339	269	199	183	192	229
Zfp281	953	1016	820	764	213	219	1330	1210	3444	2958	2912	2516
Zfp280d	1060	1076	609	502	434	540	742	595	490	396	473	520
Zfp280c	366	339	279	300	191	208	482	507	426	401	279	310
Zfp280b	205	226	107	84	85	77	220	176	232	231	278	266
Zfp28	96	128	100	61	36	55	125	85	83	67	80	96
Zfp277	523	569	467	398	155	145	370	310	288	217	261	270
Zfp276	510	664	634	490	291	341	710	478	439	353	377	399
Zfp275	234	235	75	60	204	167	708	514	383	314	351	372
Zfp273	20	18	14	9	1	7	7	7	6	2	13	4
Zfp27	93	96	46	36	53	36	120	81	72	73	102	98
Zfp266	1168	1233	910	795	392	383	802	764	547	439	563	651
Zfp263	910	895	964	807	714	709	581	569	677	475	274	295
Zfp260	705	766	572	447	317	263	591	481	449	395	626	706
Zfp26	774	858	353	311	104	108	316	254	232	178	186	192
Zfp251	95	107	35	44	62	67	207	170	170	105	132	180
Zfp248	89	102	45	53	17	21	161	154	184	148	408	321
Zfp24	1420	1373	994	791	440	367	1360	1128	1056	887	858	890
Zfp239	61	90	23	18	8	9	270	198	276	257	236	237
Zfp236	1053	1145	683	624	398	387	1204	1098	974	1047	1128	1147
Zfp235	54	63	52	32	31	36	80	67	59	47	76	86
Zfp229	106	121	43	29	35	28	46	50	33	36	37	48
Zfp219	934	1148	699	600	301	278	1822	1675	1699	1487	1118	1267
Zfp217	2143	2528	1707	1335	954	585	929	832	1602	1358	1294	1079
Zfp213	119	127	43	33	42	31	90	87	62	46	36	61
Zfp212	737	782	412	329	148	191	430	365	259	259	227	275
Zfp207	2604	2788	2810	2314	1491	1607	2644	2179	2768	1905	1676	1649
Zfp202	504	515	136	126	83	88	145	122	147	70	47	48
Zfp2	95	97	60	72	19	20	87	58	34	37	56	49
Zfp189	95	105	67	59	16	11	132	113	69	53	115	113
Zfp185	472	443	403	507	144	130	578	567	602	790	446	435
Zfp184	157	160	74	55	21	19	103	91	48	32	51	37
Zfp182	263	212	74	100	59	86	103	76	64	60	81	115
Zfp180	535	542	611	446	245	243	664	595	607	444	490	566
Zfp174	14	13	20	27	28	20	27	33	32	21	19	29
Zfp169	71	92	45	33	23	28	35	26	22	21	39	41
Zfp160	290	309	97	63	93	148	156	156	131	113	160	170
Zfp157	112	126	28	28	25	24	71	73	55	48	57	46
Zfp148	1414	1413	1262	1172	800	913	2066	1497	1619	1472	1677	1554
Zfp146	1338	1273	796	737	275	255	1539	1619	1456	1146	713	711
Zfp143	427	415	199	203	133	171	314	274	210	179	213	272
Zfp142	723	808	575	449	185	183	1705	1448	1219	1038	1147	1069
Zfp141	165	146	76	84	69	98	175	144	91	101	84	95
Zfp14	29	28	4	6	6	13	72	82	95	125	120	136
Zfp133-ps	0	0	0	0	0	0	0	0	1	1	1	0
Zfp131	2977	2954	2881	2350	962	756	6726	5300	4887	4161	5167	5210
Zfp13	85	100	42	32	32	35	117	95	95	78	98	130
Zfp128	17	16	8	3	4	9	20	4	5	11	7	15
Zfp120	250	239	131	141	153	161	72	61	48	44	66	68
Zfp12	289	330	161	145	88	79	339	330	259	219	202	255
Zfp119b	97	98	36	33	45	37	47	48	35	21	27	20
Zfp119a	154	165	95	82	51	65	84	85	50	46	53	65
Zfp114	15	25	5	10	2	4	23	31	40	48	42	46
Zfp113	209	196	50	40	29	48	60	56	34	34	66	86
Zfp112	39	38	34	35	13	21	30	37	36	28	32	30
Zfp111	313	293	51	51	65	60	147	110	56	53	71	83
Zfp110	911	990	783	678	840	843	354	278	259	178	178	245
Zfp11	55	40	13	7	4	7	32	19	28	16	19	27
Zfp109	54	40	15	8	18	14	41	50	29	24	46	45
Zfp108	15	23	4	7	7	9	18	11	25	17	23	23
Zfp106	3857	3890	4982	4541	4369	4190	3922	3152	3581	3230	3210	3028
Zfp105	31	54	2	11	3	4	44	44	31	16	17	36
Zfp101	187	194	228	185	194	223	127	102	92	78	67	78
Zfp1	400	396	204	154	168	178	335	328	327	280	175	152
Zfhx4	81	75	8	3	10	6	1118	1169	774	564	1120	1061
Zfhx3	816	822	682	679	579	642	540	394	224	195	185	243
Zfhx2os	0	0	1	0	19	10	0	1	0	2	1	1
Zfhx2	416	460	197	190	182	179	163	137	64	58	80	86
Zfc3h1	1055	1223	1334	1457	767	735	1680	1932	3554	2839	2046	1683
Zfat	211	194	221	181	117	133	215	190	188	165	195	159
Zfas1	2003	1847	1018	929	283	415	1400	1371	892	678	642	734
Zfand6	1807	1842	1907	1781	1051	1018	1331	1243	1612	1290	1339	1326
Zfand5	6619	8065	10530	9895	5059	4342	11786	9724	8700	7340	8179	8061
Zfand4	25	19	34	15	46	33	40	45	72	76	55	54
Zfand3	1149	1276	992	998	632	606	2204	2229	2254	2146	2555	2325
Zfand2b	407	481	437	390	292	288	305	178	280	220	328	292
Zfand2a	1374	1769	1712	1933	1096	1108	1776	1465	985	811	771	764
Zfand1	249	226	138	137	59	68	107	121	156	167	150	162
Zfa-ps	185	167	110	95	65	66	200	154	177	150	147	177
Zf12	0	0	0	0	0	0	0	0	0	0	0	0
Zer1	474	581	435	481	313	311	963	966	868	845	937	1145
Zeb2os	0	0	2	0	0	0	0	1	1	0	0	1
Zeb2	32	41	10	4	8	2	205	252	70	81	66	99
Zeb1	38	42	16	10	9	3	129	144	58	75	71	61
Zdhhc9	949	1079	2140	2521	1264	1246	946	1001	1145	865	1026	891
Zdhhc8	992	1228	1093	1061	268	271	1590	1322	1556	1426	1526	1523
Zdhhc7	615	737	499	455	340	426	394	309	367	299	354	448
Zdhhc6	541	566	581	520	463	462	323	331	370	335	377	363
Zdhhc5	3480	3865	3272	2961	1520	1676	3039	3265	3307	2805	2107	1994
Zdhhc4	437	501	427	334	208	202	356	362	368	380	347	355
Zdhhc3	1295	1397	1108	888	713	691	577	533	564	474	450	428
Zdhhc25	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc24	287	283	309	240	268	245	126	130	144	158	173	172
Zdhhc23	22	11	11	12	1	1	69	50	164	117	203	203
Zdhhc22	0	0	0	1	0	0	0	0	1	0	1	1
Zdhhc21	1407	1366	1063	884	1424	1373	997	896	885	713	795	745
Zdhhc20	1647	1812	1830	1677	610	605	3119	3645	3953	3478	2950	2589
Zdhhc2	141	118	21	11	15	14	67	72	17	30	16	21
Zdhhc19	0	0	0	0	0	0	0	0	0	0	1	0
Zdhhc18	1926	2114	740	757	496	477	859	837	685	728	640	493
Zdhhc17	386	434	185	196	130	133	639	630	582	515	566	602
Zdhhc16	416	491	350	247	240	211	341	299	219	193	177	209
Zdhhc15	103	93	20	13	3	7	175	148	102	110	92	97
Zdhhc14	383	380	38	55	33	32	163	122	303	312	413	281
Zdhhc13	596	729	464	342	142	129	486	531	416	321	262	217
Zdhhc12	86	93	116	122	194	195	56	41	35	24	39	45
Zdhhc11	1	3	0	0	0	0	3	3	2	4	2	1
Zdhhc1	854	874	382	348	175	196	792	593	663	643	590	706
Zdbf2	153	75	15	13	2	2	280	311	127	69	28	32
Zcwpw2	1	3	2	1	0	0	1	2	5	4	2	6
Zcwpw1	58	40	58	45	54	33	51	48	53	58	26	22
Zcrb1	372	349	355	275	231	232	376	388	447	404	352	346
Zcchc9	617	570	563	564	293	266	399	369	413	344	292	297
Zcchc8	899	955	630	551	400	418	731	644	478	427	441	497
Zcchc7	1156	1123	693	616	287	371	855	699	571	582	657	767
Zcchc6	2329	2700	2333	2284	1050	1004	2365	2612	2145	1810	1681	1658
Zcchc5	0	0	0	0	0	1	1	2	1	0	4	9
Zcchc4	99	88	45	50	36	40	87	68	87	74	77	99
Zcchc3	324	339	267	199	90	84	347	251	267	166	110	112
Zcchc24	687	611	34	39	42	49	1749	1888	1577	1380	1823	1382
Zcchc2	862	934	951	859	403	466	1943	1700	2018	1593	1261	1188
Zcchc18	2	4	0	1	0	3	196	106	132	110	110	143
Zcchc17	274	272	276	200	248	223	309	184	245	273	292	296
Zcchc16	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc14	2480	2549	1571	1479	615	669	2966	2647	1896	1604	1924	2000
Zcchc13	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc12	1	5	4	1	0	1	125	105	95	41	15	27
Zcchc11	857	844	297	282	136	120	1717	1550	1118	854	863	938
Zcchc10	364	354	143	113	60	47	151	145	107	97	54	56
Zc4h2	72	85	24	19	4	8	126	79	111	112	127	122
Zc3hc1	311	303	262	219	142	120	380	322	383	316	221	209
Zc3hav1l	122	149	44	53	42	40	274	285	193	201	237	153
Zc3hav1	2372	2640	1316	1065	1063	834	2302	2231	1978	2267	2476	1656
Zc3h8	67	61	55	47	65	71	133	96	106	89	102	69
Zc3h7b	2674	2718	1459	1138	637	689	4086	3713	3583	3029	2617	2659
Zc3h7a	2521	2761	3532	3436	2368	2646	1852	1664	1906	1572	1743	1559
Zc3h6	184	197	55	42	42	43	161	189	86	102	113	156
Zc3h4	1533	1844	941	885	888	797	1840	1857	1478	1414	1363	1419
Zc3h3	238	245	73	73	47	63	296	165	153	106	152	198
Zc3h18	1918	1938	1953	1723	653	629	1803	1530	1520	1240	943	1018
Zc3h15	1699	1750	1499	1522	685	675	1470	1388	1562	1232	888	768
Zc3h14	1278	1312	1139	1089	695	640	1568	1345	1681	1557	1282	1140
Zc3h13	1047	1089	802	686	303	358	1483	1175	1072	823	972	1127
Zc3h12d	0	6	11	20	69	77	21	8	26	34	49	37
Zc3h12c	791	687	432	576	1217	1097	344	311	217	157	128	125
Zc3h12b	16	14	13	16	0	3	58	41	52	26	38	41
Zc3h12a	7490	6873	6110	6954	3372	2681	2304	1810	1818	1593	1248	1101
Zc3h11a	6500	6648	5431	5215	2240	1946	6858	7126	7530	6823	6769	5888
Zc3h10	392	485	272	223	87	122	634	451	325	273	408	492
Zc2hc1c	57	72	18	20	13	16	49	42	40	22	47	49
Zc2hc1b	0	0	0	0	0	0	0	0	0	1	2	2
Zc2hc1a	312	343	104	178	55	57	832	616	563	700	1249	1456
Zbtb9	381	368	281	241	98	98	167	172	171	141	99	99
Zbtb8os	78	70	44	44	31	36	49	38	44	49	47	38
Zbtb8b	50	49	20	12	7	12	39	25	32	26	29	21
Zbtb8a	496	814	242	144	159	140	98	73	92	65	111	156
Zbtb7c	425	392	209	74	111	123	1184	629	411	332	355	344
Zbtb7b	1195	1459	1566	1674	1267	1203	421	255	302	236	419	446
Zbtb7a	2687	3278	2309	2298	772	719	3487	2809	2619	2226	2166	2212
Zbtb6	666	666	235	222	129	131	312	319	240	186	145	146
Zbtb5	157	131	83	57	50	53	165	120	152	109	141	129
Zbtb49	208	260	164	143	44	66	107	153	80	77	62	69
Zbtb48	411	476	259	219	113	120	355	312	248	165	156	146
Zbtb46	201	176	109	83	10	19	129	109	144	116	56	35
Zbtb45	94	100	51	35	30	51	83	57	43	34	40	54
Zbtb44	927	849	811	767	445	328	1614	1400	1020	911	785	821
Zbtb43	1909	1888	1030	957	379	296	822	817	703	603	425	330
Zbtb42	894	941	607	646	240	222	321	211	170	198	341	324
Zbtb41	1018	1022	786	645	736	746	968	925	1017	967	830	767
Zbtb40	383	499	403	264	537	571	397	273	236	217	300	338
Zbtb4	1087	1064	386	527	284	299	1603	1192	1300	1392	2589	2547
Zbtb39	706	786	383	319	99	94	705	654	692	606	356	361
Zbtb38	1057	1362	1540	1481	513	410	423	508	649	594	506	416
Zbtb37	125	130	76	95	28	45	119	131	136	175	212	171
Zbtb34	410	486	542	539	203	234	259	306	255	186	144	123
Zbtb33	812	857	660	658	315	369	656	611	663	541	695	660
Zbtb32	59	52	33	30	10	2	5	11	10	8	5	5
Zbtb3	28	21	15	9	4	13	19	14	17	5	10	13
Zbtb26	121	108	31	25	32	38	48	46	49	20	43	33
Zbtb25	79	88	49	50	39	40	121	136	99	111	82	94
Zbtb24	246	245	127	119	102	104	195	148	141	122	125	140
Zbtb22	654	705	624	508	241	240	541	455	578	496	481	511
Zbtb21	1576	1751	1330	1098	433	347	1222	1217	1334	1097	879	816
Zbtb20	116	125	74	70	35	77	292	303	336	448	463	411
Zbtb2	1056	1066	769	713	248	238	1883	1514	1439	990	908	995
Zbtb18	822	901	787	638	532	629	834	658	769	659	537	497
Zbtb17	1192	1233	1581	1415	465	484	950	785	869	729	537	643
Zbtb16	1459	930	346	507	147	148	99	122	244	577	651	526
Zbtb14	189	167	93	71	86	75	71	63	65	47	55	72
Zbtb12	164	169	219	128	35	30	223	166	187	139	110	106
Zbtb11os1	13	12	10	7	5	6	26	20	17	11	10	28
Zbtb11	1293	1364	1486	1406	706	622	2189	1943	2382	1804	1590	1538
Zbtb10	1550	1647	1827	1531	1090	833	2555	1967	2400	1633	1869	2033
Zbtb1	859	963	619	473	245	228	2863	2837	1668	1374	1398	1341
Zbp1	129	139	77	81	93	103	56	57	40	37	15	8
Zbed6	2911	2579	2392	2301	1053	912	2763	2394	3134	3006	2519	2235
Zbed5	1438	1762	1677	1499	807	860	2048	1654	1537	1405	921	996
Zbed4	920	1162	652	530	221	224	217	301	166	123	88	102
Zbed3	187	211	175	167	76	101	311	283	366	355	270	363
Zbbx	0	0	0	0	0	0	0	0	0	0	0	0
Zar1l	0	0	0	0	0	0	0	1	0	0	0	2
Zar1	0	0	0	0	0	0	0	0	0	1	0	0
Zap70	1	4	0	0	1	0	1	19	13	10	2	4
Zan	4	6	2	2	1	0	19	15	28	13	15	5
Zak	747	799	161	186	115	106	2965	2646	2564	3041	4642	3931
Zadh2	211	251	252	224	216	190	626	673	719	623	585	601
Yy2	109	95	65	60	32	41	93	72	77	65	51	48
Yy1	1963	2019	2235	2065	857	800	2726	2588	2678	2279	1721	1670
Ywhaz	3776	4360	3058	2633	1115	1058	4302	4244	4611	4259	4327	3606
Ywhaq	4428	4073	2179	2027	979	899	5009	4553	4683	4389	4413	4053
Ywhah	676	847	917	826	204	194	675	521	650	623	775	569
Ywhag	3750	4704	4200	4037	1124	1001	3790	4743	4809	4019	3096	2271
Ywhae	13431	13929	12500	10758	6401	6247	10176	9454	10932	9083	6803	5831
Ywhab	5701	6040	4288	3699	2448	2491	5611	5344	6149	5639	4665	4103
Ythdf3	2868	3056	3120	2820	1687	1752	3178	2946	3494	3084	2953	2828
Ythdf2	1710	1639	1135	1082	662	640	1905	1777	1407	1129	882	746
Ythdf1	2079	2257	2039	1825	1377	1233	3411	3133	3305	2478	2174	2189
Ythdc2	318	327	351	311	220	224	384	291	468	376	355	347
Ythdc1	4788	4649	3703	3259	1327	1312	4336	4197	4383	3622	2965	2674
Yrdc	1649	1584	1778	1268	947	959	1937	1830	1752	1363	708	606
Ypel5	957	1178	2149	2283	1250	1324	1126	1367	2453	2077	2007	1625
Ypel4	110	156	25	22	36	29	32	34	12	8	12	14
Ypel3	770	856	351	552	204	172	730	988	588	780	796	988
Ypel2	163	192	178	171	132	110	489	440	249	195	184	206
Ypel1	84	83	63	65	12	17	39	38	23	17	10	16
Yod1	956	759	835	1097	543	497	666	1114	1170	1179	469	335
Yme1l1	2345	2664	2502	2133	2077	2030	2424	2250	2123	1786	1713	1766
Ylpm1	1533	1621	1044	907	637	687	1812	1795	1803	1568	1662	1612
Ykt6	2301	2621	3054	2935	2062	2072	1978	2018	2349	2054	1507	1421
Yjefn3	7	20	9	18	5	2	15	13	8	8	3	7
Yipf7	0	2	1	0	0	0	0	0	0	1	2	0
Yipf6	1375	1462	1330	1097	1435	1499	553	483	597	464	462	447
Yipf5	843	806	1162	969	1476	1482	775	788	791	700	829	719
Yipf4	1352	1388	1372	1268	922	906	1295	1193	1404	1335	1549	1550
Yipf3	1098	1263	1299	1273	922	909	1112	887	1108	986	946	1096
Yipf2	442	488	567	505	386	410	466	377	436	360	392	400
Yipf1	715	680	621	556	344	353	445	446	372	390	401	374
Yif1b	541	611	795	715	513	538	509	374	510	429	424	351
Yif1a	630	625	894	711	647	594	405	321	473	454	379	378
Yes1	1655	1796	1213	1313	670	679	2301	2522	1829	1635	1674	1422
Yeats4	487	588	426	319	199	266	330	311	303	334	249	238
Yeats2	1342	1500	1018	920	546	556	1327	1235	1252	1052	1003	1089
Ydjc	104	128	76	52	37	46	132	107	104	75	73	105
Ybx3	5199	4799	3711	2820	1557	1544	5468	5298	4886	3928	2370	2041
Ybx2	89	223	14	19	28	38	109	113	159	145	156	169
Ybx1	5574	5759	4282	3789	2293	2143	7314	6498	7106	5630	3799	3415
Ybey	25	29	15	17	9	16	16	10	7	6	12	19
Yars2	499	514	523	387	316	308	480	464	478	315	213	192
Yars	1022	1041	1714	1199	1523	1506	1520	1266	1557	1193	1271	1160
Yap1	2981	3212	3652	3327	1053	1043	8902	8951	14053	12566	9085	7306
Yaf2	411	452	672	567	214	232	824	915	1220	903	767	636
Yae1d1	485	342	262	184	149	162	355	357	357	253	183	159
Xylt2	325	361	146	140	111	128	413	302	295	235	306	376
Xylt1	4	7	294	202	126	95	143	135	181	133	52	64
Xylb	211	276	183	162	51	68	195	143	109	80	66	51
Xxylt1	468	409	406	293	407	356	476	366	369	323	228	253
Xrra1	10	15	10	9	2	5	11	4	13	15	7	9
Xrn2	2786	2626	2566	2379	811	782	2984	2382	2876	2213	1480	1434
Xrn1	443	450	384	389	242	264	594	479	281	340	440	549
Xrcc6bp1	72	59	43	33	38	45	68	41	53	34	27	33
Xrcc6	923	883	679	493	367	448	756	544	607	552	325	320
Xrcc5	558	521	418	434	416	380	1201	1178	1235	1172	976	932
Xrcc4	244	224	135	128	74	97	241	285	272	290	240	265
Xrcc3	141	154	107	85	80	88	87	113	97	81	62	50
Xrcc2	67	78	49	35	114	116	48	54	62	55	48	42
Xrcc1	912	910	551	470	329	343	865	784	666	488	463	512
Xpr1	1953	2013	1082	991	815	716	1647	1752	1958	1707	1941	1778
Xpot	1134	1194	1906	1463	903	939	1319	1401	2017	1579	1145	999
Xpo7	1402	1504	1261	974	732	724	1631	1342	1200	1076	1158	1122
Xpo6	1828	1952	2038	1936	778	843	2176	2138	2677	2268	1599	1507
Xpo5	1061	982	867	706	535	571	986	861	1338	1084	885	741
Xpo4	394	388	338	222	209	231	392	361	355	300	260	250
Xpo1	2062	2045	1296	1031	1030	1022	2243	1743	1844	1679	1895	1937
Xpnpep3	215	252	145	137	136	88	148	132	155	125	124	116
Xpnpep2	0	1	2	2	0	1	8	9	18	23	22	14
Xpnpep1	1142	1282	1680	1420	1853	1822	926	910	877	858	758	655
Xpc	349	363	190	198	108	102	374	288	231	242	295	273
Xpa	154	159	88	124	36	25	141	143	97	130	177	185
Xlr5c	0	0	0	2	0	0	0	0	0	3	0	0
Xlr5b	1	0	0	10	3	0	0	0	0	23	0	0
Xlr5a	0	0	0	2	0	0	0	0	0	2	0	0
Xlr4d-ps	0	0	0	0	0	0	1	0	2	4	0	4
Xlr4c	1	0	1	5	0	0	3	8	6	22	18	2
Xlr4b	2	5	7	44	2	0	23	34	55	142	127	65
Xlr4a	0	0	1	5	0	0	21	12	41	40	62	62
Xlr3c	8	15	14	37	20	1	19	29	22	97	54	2
Xlr3b	38	33	23	95	48	3	33	70	57	217	98	14
Xlr3a	3	4	3	10	14	1	11	18	12	32	17	18
Xlr	0	0	0	1	0	1	1	3	1	4	4	0
Xkrx	9	24	2	5	1	2	5	4	11	4	4	2
Xkr9	0	0	0	0	4	4	0	0	0	0	0	0
Xkr8	11	22	7	20	18	41	22	27	25	13	16	19
Xkr7	0	0	0	0	0	0	0	0	0	0	0	0
Xkr6	1	3	2	0	0	0	6	3	3	4	1	2
Xkr5	4	14	3	6	0	0	49	45	65	82	55	59
Xkr4	0	0	0	0	0	0	438	300	65	237	354	287
Xk	103	105	63	69	13	18	76	84	104	94	95	85
Xist	32036	25243	16676	14719	8799	9412	12587	14634	13668	13045	9990	8468
Xirp2	2	0	0	0	0	0	1	0	0	0	0	0
Xirp1	94	110	79	62	18	19	204	169	84	119	33	28
Xiap	1315	1377	758	686	604	565	1265	1251	1515	1612	1887	1753
Xdh	4083	5711	18087	26645	40925	50266	747	1068	2683	3016	2154	1787
Xcr1	0	0	1	0	0	0	4	7	2	2	2	4
Xcl1	0	0	1	0	0	1	0	0	1	0	0	1
Xbp1	3679	4976	11370	11512	14850	16801	2109	2324	2211	1879	1467	1202
Xaf1	111	116	22	26	20	20	97	109	75	48	86	71
Xab2	1457	1460	1495	1210	697	760	1117	910	788	624	543	612
Wwtr1	4501	4735	3246	4103	1665	1377	7026	7999	6742	6413	7288	6573
Wwp2	1222	1426	910	820	466	494	2659	1782	1427	1729	2350	2667
Wwp1	376	404	508	479	381	368	778	695	879	949	1105	1003
Wwox	333	311	245	288	138	121	264	267	282	267	205	187
Wwc2	1427	1328	700	940	230	256	1785	2000	2293	2219	2170	1809
Wwc1	4026	3693	2163	2052	1077	1243	948	693	1030	889	822	626
Wtip	460	522	254	202	75	69	906	911	903	821	651	704
Wtap	939	1092	887	758	409	407	968	854	930	679	556	602
Wt1os	0	0	0	0	0	0	0	0	0	0	0	0
Wt1	0	4	0	0	0	0	1	1	1	1	0	1
Wscd2	16	7	1	1	0	1	195	178	202	324	555	555
Wscd1	2	3	0	0	0	0	15	27	1	0	0	5
Wsb2	2329	2985	4410	4512	2218	1958	1451	1592	2134	1788	1565	1418
Wsb1	7142	7379	7120	6830	3389	3071	21159	16306	15410	13667	15064	16610
Wrnip1	914	940	643	510	283	278	1209	1012	888	813	786	824
Wrn	554	582	260	263	195	149	575	582	345	390	450	496
Wrb	289	344	298	223	182	194	43	36	42	27	22	31
Wrap73	149	150	98	82	75	81	143	109	127	106	134	169
Wrap53	208	219	95	63	51	78	225	191	161	128	71	95
Wnt9b	4	6	1	0	1	2	4	9	1	3	0	1
Wnt9a	15	25	6	4	6	4	314	146	32	26	56	43
Wnt8b	2	0	0	0	0	0	2	3	2	2	2	0
Wnt8a	4	3	2	1	0	0	6	5	0	5	7	7
Wnt7b	1637	1570	91	187	24	30	212	148	92	106	99	77
Wnt7a	2	0	0	0	0	0	1	0	5	1	0	0
Wnt6	11	4	3	1	2	2	761	651	1673	1799	2222	2350
Wnt5b	2377	2225	1413	1320	389	413	749	646	335	231	184	148
Wnt5a	906	1324	42	46	175	134	462	472	310	311	397	465
Wnt4	3375	2915	1417	897	351	264	157	136	607	491	1032	762
Wnt3a	0	0	0	0	0	0	0	0	2	0	0	0
Wnt3	0	0	0	0	0	0	1	1	0	1	0	1
Wnt2b	27	30	7	11	4	5	40	22	19	22	24	11
Wnt2	1	1	0	0	1	0	2	3	2	0	2	1
Wnt16	0	0	1	1	0	0	0	0	0	0	0	0
Wnt11	72	81	13	24	4	8	3144	2223	1561	1447	1085	789
Wnt10b	6	4	3	0	1	1	13	17	6	11	3	6
Wnt10a	4	11	4	3	9	0	2204	2086	1039	1163	1180	952
Wnt1	2	4	0	2	0	0	4	2	4	1	2	4
Wnk4	217	309	533	889	1488	1490	121	110	185	149	163	193
Wnk3	5	5	5	16	4	7	84	67	104	55	42	29
Wnk2	1325	1571	235	229	161	233	964	788	790	929	739	875
Wnk1	7501	8197	5732	6234	2949	2834	9495	9827	11847	10348	10378	8475
Wls	2252	2360	1712	1716	2994	3100	4440	4683	5807	5598	6150	5081
Wiz	1688	1895	1654	1551	579	514	1637	1332	1598	1307	1041	1168
Wisp3	3	3	2	2	1	3	4	14	7	2	2	3
Wisp2	889	860	16	50	14	20	134	108	7	6	5	2
Wisp1	10	14	4	11	12	8	149	253	276	202	77	56
Wipi2	3055	3969	4259	4095	1084	1027	4951	4716	4069	2972	2145	2162
Wipi1	467	515	432	648	551	466	440	488	401	410	501	484
Wipf3	174	134	35	25	11	4	1377	1539	1606	1456	1354	1097
Wipf2	1244	1379	1015	982	261	265	1121	1162	1153	891	820	735
Wipf1	355	378	284	282	538	584	1164	1104	1285	1252	1432	1313
Wif1	6	13	17	22	1	1	5310	5196	9573	8683	2243	2193
Whsc1l1	3343	3878	2717	2497	1407	1331	3131	3382	3998	3668	3178	2447
Whsc1	2333	2542	1977	1571	1153	1041	1707	1622	1312	1140	751	635
Whrn	295	332	210	186	64	73	395	241	301	282	294	224
Whamm	466	412	402	367	281	369	347	248	240	195	179	253
Wfs1	479	498	260	240	428	494	536	434	613	552	651	616
Wfikkn2	6	6	0	2	1	0	158	115	195	249	302	194
Wfikkn1	37	38	48	47	3	3	37	36	29	34	20	38
Wfdc9	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc8	0	1	11	11	0	0	3	5	10	5	1	0
Wfdc6b	0	0	0	1	1	0	0	1	0	0	0	0
Wfdc6a	0	0	0	0	0	0	0	0	0	1	0	0
Wfdc5	2	1	5	10	7	2	0	0	0	0	0	0
Wfdc3	663	660	906	1187	1149	1092	19	23	39	33	10	15
Wfdc21	0	0	1	0	0	0	0	0	0	0	0	0
Wfdc2	4510	4982	219	422	231	300	530	346	128	138	121	142
Wfdc18	14144	10917	65049	93549	46219	52937	345	287	2961	2621	492	527
Wfdc17	7	8	24	116	1525	1665	1	0	1	3	11	7
Wfdc16	0	0	2	2	0	0	0	0	0	0	0	0
Wfdc15b	3	5	0	3	0	1	0	1	0	0	0	2
Wfdc15a	0	1	0	0	0	0	5	2	2	1	0	0
